,PCODE,배럴지수,뜬공땅볼비율,장타율
3,50165,0.18280098280098275,2.239520958083837,0.5070000000000001
11,50350,0.06874999999999999,1.8974358974358956,0.336
14,50458,0.0,1.1014084507042257,0.29300000000000004
15,50468,0.11927710843373493,1.6250000000000009,0.47700000000000004
16,50469,0.08608695652173913,1.6296296296296298,0.3670000000000001
17,50506,0.04049295774647888,1.6443433029908994,0.406
23,50730,0.07988826815642458,2.433333333333332,0.428
27,50854,0.007991360691144709,2.0453333333333403,0.34850000000000003
29,50923,0.1616525423728813,2.163811563169169,0.5369999999999999
31,51004,0.12580645161290324,1.5151515151515145,0.40399999999999997
38,51463,0.09512195121951222,1.784313725490195,0.546
42,51725,0.05229885057471264,1.5121951219512189,0.39399999999999996
43,51817,0.1666666666666667,1.5757575757575748,0.45399999999999996
50,60523,0.0577716643741403,1.8838487972508609,0.42425
51,60558,0.04697193500738552,1.5455830388692595,0.38925
56,61102,0.0908906882591092,1.9024784482758672,0.4320000000000001
59,61186,0.02391304347826088,1.0837398373983729,0.35875
62,61208,0.013597246127366607,0.9579684763572672,0.315
63,61353,0.03296853625171,1.241420118343196,0.36975
65,61404,0.015400843881856544,1.4548148148148137,0.383
70,61700,0.02074303405572756,1.217150760719225,0.28474999999999995
75,62025,0.05072463768115944,1.11090573012939,0.39
77,62234,0.013043478260869565,0.9934258582907218,0.35175
78,62244,0.0396301188903567,1.590639810426541,0.36175
79,62265,0.08419811320754722,1.606846473029044,0.39025
82,62356,0.033144475920679886,1.2539229671897276,0.3263333333333333
83,62404,0.06611018363939898,1.798168955472335,0.48125
85,62415,0.02038980509745128,1.6736283185840826,0.39475
88,62556,0.02044374009508716,1.4857363145720928,0.31425
89,62558,0.04473684210526317,1.5708245243128969,0.2933333333333333
91,62700,0.037377049180327866,0.9927140255009108,0.37175
94,62864,0.01252336448598131,2.035467980295571,0.29575
97,62895,0.09464285714285707,1.7717842323651478,0.495
98,62907,0.012900575184880856,1.4908595877090682,0.4215
102,62925,0.048224299065420584,2.0123456790123484,0.3765
103,62931,0.08296529968454253,1.738029719317558,0.4585
104,62934,0.05370705244122968,2.4473684210526363,0.39799999999999996
105,62947,0.10633299284984672,1.4837696335078534,0.56925
124,63704,0.005482456140350878,1.2156084656084658,0.32475
125,63722,0.041491841491841486,1.3869731800766285,0.34450000000000003
131,63963,0.046224256292906184,2.082563154651888,0.4115
132,64004,0.014313725490196078,1.0456375838926182,0.329
133,64006,0.008324974924774322,1.5751273344651986,0.35375
138,64022,0.0564935064935065,1.2336448598130838,0.345
144,64153,0.08169014084507037,2.878177966101706,0.439
146,64166,0.05192982456140352,1.7350689127105712,0.31825000000000003
151,64300,0.06731092436974781,3.0757077024358486,0.496
153,64346,0.03952483801295897,1.0854271356783936,0.38666666666666666
156,64468,0.03464285714285715,1.7688679245283,0.35200000000000004
162,64560,0.03333333333333334,2.014557670772684,0.3295
163,64610,0.003873239436619719,0.8589894242068153,0.3133333333333333
164,64646,0.014828431372549019,1.2133333333333327,0.3063333333333333
165,64657,0.05303514376996805,1.3860523038605213,0.308
172,64868,0.0,1.0567129629629632,0.2645
176,64984,0.010372771474878443,1.6270380434782634,0.36575
187,65357,0.028813559322033905,1.6468797564688018,0.3243333333333333
197,65586,0.061246612466124666,2.6409090909090933,0.35125
206,66108,0.06864754098360658,1.1548117154811726,0.36675
218,66606,0.013278495887191542,1.3480195816644402,0.36475
231,66838,0.0595430107526882,1.9757575757575805,0.40425
240,67025,0.10185185185185157,1.9236031927024055,0.6000000000000001
244,67304,0.02480988593155894,1.1931902294596588,0.374
246,67394,0.050210970464135016,2.7368421052631646,0.45799999999999996
248,67450,0.0855421686746987,1.818556701030932,0.56
251,67539,0.008536585365853656,1.1704834605597962,0.185
252,67598,0.07890909090909087,1.5789473684210549,0.513
256,67650,0.06685393258426962,1.3209876543209884,0.48700000000000004
259,67935,0.07826086956521734,2.163636363636368,0.483
264,68103,0.05714285714285715,1.3939393939393938,0.519
273,68345,0.10312499999999993,2.1813643926788764,0.655
280,68525,0.08763197586726998,1.2285382830626457,0.37375
285,68730,0.05428211586901759,2.69714285714287,0.452
286,68743,0.02396788990825689,1.4055742431523313,0.37575
294,69102,0.1368421052631579,1.3809523809523805,0.489
295,69150,0.09197080291970804,1.9629629629629617,0.426
296,69165,0.056250000000000015,2.1666666666666647,0.47200000000000003
298,69209,0.0606244579358196,1.4071921540138077,0.486
303,69405,0.12375000000000005,3.999999999999997,0.409
307,69453,0.04166666666666666,2.317373461012312,0.3770000000000001
310,69530,0.015254237288135594,2.083333333333332,0.368
311,69569,0.07800000000000001,1.9642857142857133,0.433
314,69652,0.07060185185185186,2.39378881987578,0.4663333333333333
319,69737,0.12045454545454537,1.322048611111112,0.363
325,69901,0.043448275862068966,1.9999999999999991,0.439
326,69950,0.08931297709923666,1.1714285714285713,0.40399999999999997
329,70410,0.05456026058631919,2.037714285714291,0.4646666666666667
330,70553,0.006306306306306306,0.7631578947368421,0.266
331,70756,0.06294964028776975,2.085790884718504,0.4335
333,71432,0.045914396887159536,1.5663265306122458,0.39799999999999996
334,71552,0.028865979381443294,1.1666666666666663,0.353
335,71564,0.07483394833948324,1.6637168141593044,0.486
336,71752,0.054045307443365685,1.8614051973051042,0.3893333333333333
337,71837,0.06306429548563612,2.075019334880132,0.4415
339,72133,0.06061946902654865,1.6327396098388491,0.402
340,72443,0.09455564451561224,1.7288732394366302,0.4905
341,72456,0.009813084112149529,1.383419689119172,0.3055
343,72546,0.028928571428571432,1.9247572815534044,0.34
345,73113,0.09144144144144137,2.503464203233269,0.4115
346,73136,0.09255751014884976,1.157296990346394,0.4115
348,73209,0.03589315525876461,2.029097963142583,0.32075
352,73342,0.03460076045627376,1.3802816901408463,0.358
354,74163,0.000815850815850816,1.2851123595505614,0.3453333333333333
355,74206,0.036578171091445406,2.1537162162162318,0.37175
356,74215,0.0469230769230769,1.5538954108858072,0.36000000000000004
357,74339,0.04263018534863194,1.3582644628099203,0.44375
358,74465,0.08248792270531395,1.3771587743732596,0.47
359,74540,0.06719576719576716,1.6262467191601049,0.4637500000000001
361,74729,0.0788321167883212,1.6525735294117614,0.3983333333333334
364,75125,0.11683731513083025,1.9691195795006604,0.53825
365,75151,0.04847605224963715,1.61652115513768,0.3975
366,75334,0.11499540018399235,2.1651474530831267,0.50525
367,75566,0.04977043158861338,2.40433604336045,0.44125
368,75808,0.02327586206896552,1.375105130361649,0.3670000000000001
373,76249,0.0541317365269461,1.4017291066282436,0.36875
374,76267,0.07203672787979959,2.8718984420081037,0.46475
376,76313,0.06298649722001583,2.5215311004784944,0.4945000000000001
381,76753,0.06138211382113819,1.5597624350408337,0.403
382,76802,0.00065359477124183,1.5878027681660958,0.34675
383,76812,0.03929648241206027,1.949263502454996,0.39075
384,76849,0.016865261228230982,1.1848072562358272,0.38175
387,77248,0.0694915254237288,1.7198697068403954,0.3355
389,77463,0.07162471395881011,1.4407814407814403,0.4370000000000001
391,77532,0.05669354838709675,1.1293364769282586,0.4525
392,77564,0.056991525423728776,2.2679200940070583,0.3715
395,78135,0.0748927038626609,1.8457109959700642,0.47125
396,78168,0.018283963227783445,1.5559224102352485,0.387
399,78288,0.020537897310513448,1.5715090090090085,0.34925
404,78548,0.05496828752642706,1.6599597585513095,0.3915
406,78603,0.011017740429505138,1.1948150972169278,0.38175
407,78629,0.09624624624624628,2.2443082311733806,0.3905
410,78756,0.016379310344827584,1.5056603773584931,0.2833333333333334
411,78813,0.05583038869257948,2.305389221556894,0.35325
412,79109,0.08730569948186515,1.6174524400330903,0.3967500000000001
415,79150,0.021820448877805487,1.4044307058217425,0.33875
419,79231,0.015555555555555557,1.2813653136531369,0.3695000000000001
421,79240,0.019181034482758624,1.5064978340553237,0.42725
424,79334,0.02369791666666667,1.606860158311349,0.2936666666666667
427,79365,0.10637636080870913,1.6035335689045958,0.458
428,79402,0.021220159151193643,1.3468567251462018,0.34375
430,79456,0.003961965134706815,0.8264767932489443,0.35425
433,79608,0.035714285714285685,1.7932564330079943,0.46725
435,99606,0.029411764705882356,1.074074074074074,0.42100000000000004
436,99810,0.02568807339449541,1.1428571428571437,0.41700000000000004
